Tipo;Nro;Fecha;OC;RCO;Rut;Direccion;Direccion_alterna;Job;Condicion_venta;Localizacion;Cod_Impto;Vendedor;Certificados;Puerto_Embarque;Nave;Puerto_Destino;Clausula;Factura;Fecha_factura;EstadoOV;ETD_OV;ETA_OV;MedioDeEnvioFact;GtoAdicFlete
OV;12151;2022-4-14;GEL 2022/1;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;USD;120 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ASHDOD;CIF;1015049;2022-4-21;Cerrada;2022-05-01 00:00:00;2022-06-26 00:00:00;Sea;
OV;12185;2022-3-18;GEL LA-07-22;;32001404-2C;AV. MALDONADO S28-35(SECTOR GUAJALO);QUITO;USD;60 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;ECUADOR;CPT;1014929;2022-3-17;Cerrada;2022-03-24 00:00:00;2022-03-24 00:00:00;Aéreo;3222.000000
OV;12186;2022-3-11;GEL 4400006621-I;;32001104-3C;7 Km al oeste del Aeropuerto Internacional Juan Santa Maria a Provincia de Alajuela;Alajuela;USD;60 días Fecha Factura;;IVA_EXE;37;Análisis S.;;;COSTA RICA;CIF;1014939;2022-3-22;Cerrada;2022-04-03 00:00:00;2022-04-21 00:00:00;Marítimo;
OV;12205;2022-3-20;GEL 22000016;;32001402-6C;Benjamin Carrión E9-194 y Alfredo Luna Tobar Lotización La Armenia / Valle de los Chillos;QUITO;USD;Contado;;IVA_EXE;36;Análisis S.;;;ECUADOR;FCA;1014957;2022-3-25;Cerrada;2022-04-17 00:00:00;2022-04-25 00:00:00;Marítimo;
OV;12216;2022-3-25;GEL GELY-P-01-22;;32001401-8C;VICENTE DUQUE N73-85 Y JOSE DE LA REA, QUITO ECUADOR RUC 1791269489001;Quito;USD;90 days from BL Date;;IVA_EXE;36;Análisis S.;;;GUAYAQUIL;FOB;1015024;2022-4-12;Cerrada;2022-04-15 00:00:00;2022-04-21 00:00:00;Marítimo;
OV;12225;2022-4-24;GEL OI-1460;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;USD;90 days Invoice Date;;IVA_EXE;37;Análisis S. L.;;;CARTAGENA - COLOMBIA;FCA;1015113;2022-5-10;Cerrada;2022-05-13 00:00:00;2022-05-25 00:00:00;Marítimo;
OV;12227;2022-4-21;GEL 2022/00120;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;CALLAO - PERÚ;FCA;1015053;2022-4-25;Cerrada;2022-05-13 00:00:00;2022-05-16 00:00:00;Aéreo;
OV;12227;2022-4-21;GEL 2022/00120;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;CALLAO - PERÚ;FCA;1015075;2022-4-29;Cerrada;2022-05-13 00:00:00;2022-05-16 00:00:00;Marítimo;
OV;12227;2022-4-21;GEL 2022/00120;;32002803-5C;AV. LOS ROSALES 280 SANTA ANITA LIMA 43 PERU;LIMA;USD;90 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;CALLAO - PERÚ;FCA;1015115;2022-5-11;Cerrada;2022-05-13 00:00:00;2022-05-16 00:00:00;Marítimo;
OV;12238;2022-5-25;GEL 0000315|22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;1015171;2022-5-31;Cerrada;2022-06-09 00:00:00;2022-06-24 00:00:00;Terrestre;
OV;12238;2022-5-25;GEL 0000315|22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;BRASIL;FOB;1015200;2022-6-3;Cerrada;2022-06-09 00:00:00;2022-06-24 00:00:00;Terrestre;
OV;12241;2022-5-4;GEL 540;;36004716-4C;Barbaros Mah. Al Zambak Sok. Varyap Meridian A Blok No: 2/23 Atasehir/Istanbul;Istanbul;EUR;Payment in Advance;;IVA_EXE;26;Análisis S.;;;TURKEY;FOB;1015514;2022-8-29;Cerrada;;;Sea;
OV;12242;2022-4-28;GEL 17595;;32000705-4C;EST.PARTICULAR FUKUTARO YIDA,1173-SAO;SAO PAULO;USD;75 días Fecha Factura NO USAR;;IVA_EXE;3;Análisis S.;;;SAO PAULO;FCA;1015092;2022-4-29;Cerrada;2022-05-27 00:00:00;2022-06-11 00:00:00;Terrestre;
OV;12250;2022-6-26;GEL 0000322|22 - 104925018;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FOB;1015314;2022-6-30;Cerrada;2022-07-15 00:00:00;2022-07-29 00:00:00;Terrestre;
OV;12251;2022-7-3;GEL 0000322|22 - 104929543;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FOB;1015441;2022-7-29;Cerrada;2022-08-12 00:00:00;2022-08-28 00:00:00;Terrestre;
OV;18029;2024-9-20;GEL 4501664936;;32000202-8C;Av.Henry Ford 3200, B1610BKW;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;;FCA;1017808;2024-9-23;Cerrada;2024-10-01 00:00:00;2024-10-12 00:00:00;Terrestre;
OV;18030;2024-10-10;GEL 721;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;40;Análisis S.;;;;CIF;1017800;2024-9-16;Cerrada;2024-09-26 00:00:00;2024-10-09 00:00:00;Marítimo;
OV;18031;2024-10-20;GEL 722;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;40;Análisis S.;;;;CIF;1017830;2024-9-30;Cerrada;2024-10-06 00:00:00;2024-10-23 00:00:00;Marítimo;
OV;18034;2024-11-25;GEL LA-044-24;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;30 days NO USAR;;IVA;2;;;;;;1017935;2024-11-8;Cerrada;2024-11-21 00:00:00;2024-12-01 00:00:00;Terrestre;
OV;18034;2024-11-25;GEL LA-044-24;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;30 days NO USAR;;IVA_EXE;2;;;;;;1017952;2024-11-15;Cerrada;2024-11-21 00:00:00;2024-12-01 00:00:00;Terrestre;
OV;18075;2024-10-31;GEL A9263;;34501601-5C;6299 ROUTE 9N;ROUTE 9N;USD;60 days Invoice Date;;IVA_EXE;3;Análisis S.;;;;FCA;1017903;2024-10-28;Cerrada;2024-11-15 00:00:00;2024-12-05 00:00:00;Sea;
OV;18082;2024-9-30;GEL 045-24;;32000601-5C;AV. MARIO MERCADO No.100, Zoma Llojeta La Paz- Bolivia NIT 1020493029;Bolivia;USD;30 días Fecha Factura;;IVA_EXE;38;Análisis S.;;;;FCA;1017809;2024-9-23;Cerrada;2024-10-22 00:00:00;2024-11-10 00:00:00;Terrestre;
OV;18102;2024-10-10;GEL  4400016226;;32001104-3C;7 Km al oeste del Aeropuerto Internacional Juan Santa Maria a Provincia de Alajuela;Alajuela;USD;60 días Fecha Factura;;IVA_EXE;39;Análisis S.;;;COSTA RICA;CIF;1017829;2024-9-30;Cerrada;2024-10-10 00:00:00;2024-10-31 00:00:00;Marítimo;720.000000
OV;18112;2024-10-26;GEL 724;;33002413-5C;Melchor Ocampo No. 330, Interior PH, Colonia Cuauhtémoc, C.P. 06500, Alcaldía Cuauhtémoc;Ciudad de México;USD;120 days Invoice Date;;IVA_EXE;40;Análisis S.;;;MEXICO;CIF;1017878;2024-10-17;Cerrada;2024-10-24 00:00:00;2024-10-24 00:00:00;Aéreo;
OV;18172;2024-12-26;GEL 4518892483 20;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;USD;120 Días Fecha Factura;;IVA_EXE;40;Análisis S.;;;MANZANILLO;CIF;1018062;2024-12-18;Cerrada;2024-12-26 00:00:00;2025-01-19 00:00:00;Marítimo;
OV;18183;2024-9-12;GEL PF 743 V2;;35001901-4C;137, King Abdullah II Street, Masannat Plaza Building, 2nd Floor Amman 11196;Jordan;USD;90 days Invoice Date;;IVA_EXE;26;;;;;;1017833;2024-9-30;Cerrada;2024-10-15 00:00:00;2024-10-16 00:00:00;Air;
OV;18203;2024-10-30;GEL 4527156599;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days from BL Date;;IVA_EXE;3;Análisis S.;;;;FCA;1017853;2024-10-10;Cerrada;2024-10-25 00:00:00;2024-11-23 00:00:00;Marítimo;
OV;18211;2024-9-16;GEL 4518892483 30;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;USD;120 Días Fecha Factura;;;40;Análisis S.;;;MANZANILLO;CIF;1018089;2024-12-31;Cerrada;2024-12-26 00:00:00;2025-01-20 00:00:00;Marítimo;
OV;18215;2024-9-16;GEL 4518892483 70;;33002401-1C;Ernesto Pugibet 2 Industrial Xalostoc Ecatepec de Morelos MEX MX 55348 SAC920117AFA;ECATEPEC de MORELOS;USD;120 Días Fecha Factura;;IVA_EXE;40;Análisis S.;;;MANZANILLO;CIF;1018325;2025-3-27;Cerrada;2025-04-07 00:00:00;2025-04-17 00:00:00;Marítimo;
OV;18229;2024-9-17;GEL 51362248;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;USD;90 days Invoice Date;;IVA_EXE;41;;;;;;1017845;2024-10-7;Cerrada;2024-10-15 00:00:00;2024-10-16 00:00:00;Aéreo;2464.000000
OV;12226;2022-4-26;GEL 0000231|22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FCA;1015087;2022-4-29;Cerrada;2022-05-16 00:00:00;2022-05-31 00:00:00;Terrestre;
OV;12239;2022-6-5;GEL 0000316|22;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;;FOB;1015202;2022-6-7;Cerrada;2022-06-22 00:00:00;2022-07-07 00:00:00;Terrestre;
OV;12248;2022-5-11;GEL 0000101|22 - 104755637;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FOB;1015201;2022-6-6;Cerrada;2022-06-30 00:00:00;2022-07-15 00:00:00;Terrestre;
OV;12248;2022-5-11;GEL 0000101|22 - 104755637;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FOB;1015228;2022-6-14;Cerrada;2022-06-30 00:00:00;2022-07-15 00:00:00;Terrestre;
OV;12251;2022-7-3;GEL 0000322|22 - 104929543;;32000704-6C;RUA BERTOLINO SERPA,501-BLOCO 02 CEP88311-547 CNPJ 01.838.723/0171-00 ITAJAÍ-SC-BR;CNPJ01.838.723/0171-00;USD;120 Días Fecha Factura;;IVA_EXE;3;Análisis S.;;;ITAJAI;FOB;1015436;2022-7-29;Cerrada;2022-08-12 00:00:00;2022-08-28 00:00:00;Terrestre;
OV;12277;2022-3-20;GEL 1616;;32002701-2C;Cruz del Defensor 1614;Asunción;USD;30 days Invoice Date;;IVA_EXE;36;Análisis S.;;;PARAGUAY;FCA;1014967;2022-3-28;Cerrada;2022-04-08 00:00:00;2022-04-15 00:00:00;Terrestre;
OV;12301;2022-5-15;GEL 7100003543;;32000702-KC;RUA RODOLFO HUFENUSSLER, 755 CAIXA;CEP 89251-901;USD;60 days Invoice Date;;IVA_EXE;3;Análisis S.;;;JARAGÚA DO SUL - BRASIL;FCA;1014955;2022-3-25;Cerrada;2022-03-17 00:00:00;2022-03-17 00:00:00;Terrestre;
OV;12303;2022-2-24;GEL 4525358023;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;USA;DAP;1014861;2022-2-28;Cerrada;2022-03-01 00:00:00;2022-03-07 00:00:00;DHL;400.000000
OV;12310;2022-3-13;GEL 4525355679;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;WINCHESTER;DAP;1014921;2022-3-15;Cerrada;2022-03-19 00:00:00;2022-03-21 00:00:00;Air;24978.000000
OV;12315;2022-3-18;GEL 379/22;;35000803-9C;Room 1201, 12th Floor,Building 2,1126-LI-AN ROAD, Minhang District,SHANGHAI 201199;SHANGHAI 201199  USCC  913101126762546417;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S. L.;;;SHANGHAI;CIF;1014988;2022-3-30;Abierta;2022-04-05 00:00:00;2022-05-03 00:00:00;Sea;2725.000000
OV;12341;2022-4-14;GEL 4500010554;;36001955-1C;ZONE DE MENEZ BRAS 29870 LANNILIS;Lannilis;EUR;60 days Invoice Date;;IVA_EXE;26;Análisis S.;;;FRANCIA;DDP;1015246;2022-6-17;Cerrada;2022-06-24 00:00:00;2022-08-24 00:00:00;Sea;2240.000000
OV;12374;2022-3-1;GEL 01-22-000000029;;32001405-0C;KM. 5 VIA DURAN TAMBO BODEGAS CORRUCHECSA RUC 0992869925001;GUAYAQUIL;USD;Contado;;IVA_EXE;36;Análisis S.;;;ECUADOR;FCA;1015020;2022-4-8;Cerrada;2022-04-25 00:00:00;2022-04-29 00:00:00;Marítimo;
OV;12481;2022-6-22;GEL 140830214;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;USD;45 days after BILL of Lading date NO USAR;;IVA_EXE;37;Análisis S.;;;VENEZUELA;FCA;1015282;2022-6-28;Cerrada;2022-07-11 00:00:00;2022-08-11 00:00:00;Sea;
OV;12487;2022-5-30;GEL 13687;;35001204-4C;PAKNA-AN, MANDAUE CITY;PHILIPPINES, 6014;USD;30 days Invoice Date;;IVA_EXE;1;Análisis S.;;;FILIPINAS;FOB;1015267;2022-6-23;Cerrada;2022-06-15 00:00:00;2022-07-27 00:00:00;Sea;
OV;12252;2022-5-27;GEL 140830077;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;USD;45 days after BILL of Lading date NO USAR;;IVA_EXE;37;Análisis S.;;;VENEZUELA;FOB;1015176;2022-5-31;Cerrada;2022-06-10 00:00:00;2022-07-04 00:00:00;Marítimo;
OV;12313;2022-2-21;GEL 140830159;;34501614-7C;150 SE 2ND AVE. SUITE 507 MIAMI,FL. 33131;Miami;USD;45 days after BILL of Lading date NO USAR;;IVA_EXE;37;Análisis S.;;;;FCA;1014837;2022-2-22;Cerrada;2022-03-19 00:00:00;2022-03-21 00:00:00;Otro;
OV;12316;2022-4-13;GEL 109/22;;35001305-9C;VILLAGE FATEHPUR, POST OFFICE MAJRA JATTAN, TEHSIL BALACHAUR DISTT.S.B.S.NAGAR (NAWANSHAHR);PUNJAB;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;NHAVA SHEVA;CIF;1015034;2022-4-18;Cerrada;2022-04-28 00:00:00;2022-06-25 00:00:00;Sea;1250.000000
OV;12340;2022-4-24;GEL DAN 731368;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FOB;1015059;2022-4-25;Cerrada;2022-05-05 00:00:00;2022-05-09 00:00:00;Terrestre;
OV;12371;2022-3-19;GEL PPUO040684;;36003200-0C;UB 50 INDUSTRIAL ESTATE, SAN GWANN SGN 3000, MALTA EU;SAN GWANN;EUR;30 days Invoice Date;;IVA_EXE;26;Análisis S.;;;;CIF;1014936;2022-3-22;Cerrada;2022-03-22 00:00:00;2022-03-26 00:00:00;DHL;
OV;12396;2022-5-8;GEL 4525382912;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;1015007;2022-4-6;Cerrada;2022-04-10 00:00:00;2022-04-13 00:00:00;Air;
OV;12397;2022-3-13;GEL 4525365714;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;SACRAMENTO;DAP;1014920;2022-3-15;Cerrada;2022-03-19 00:00:00;2022-03-21 00:00:00;Aéreo;10500.000000
OV;12398;2022-5-28;GEL 00001-00002299;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015143;2022-5-20;Cerrada;2022-06-03 00:00:00;2022-06-07 00:00:00;Terrestre;
OV;12402;2022-5-18;GEL QT2202-53;;32002808-6C;Av. el Derby Nro. 250 Dpto. 1101 Int. 11 (Edificio Capital Derby - Piso 11) - Santiago de Surco;Lima;USD;60 days Invoice Date;;IVA_EXE;36;Análisis S.;;;PERÚ;FCA;1015155;2022-5-25;Cerrada;2022-06-04 00:00:00;2022-06-09 00:00:00;Aéreo;
OV;12444;2022-6-5;GEL PC22/00190;;36001619-6C;C/Cardenal Belluga, parc. 24/23 Pol.Ind.Oeste.Apdo. 487 3.169 San Gines;Murcia;EUR;60 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ESPAÑA;CIF;1015205;2022-6-8;Cerrada;2022-06-17 00:00:00;2022-07-15 00:00:00;Marítimo;5051.160000
OV;12479;2022-3-20;GEL 4525413771;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;WINCHESTER;FOB;1014934;2022-3-22;Cerrada;2022-03-22 00:00:00;2022-03-26 00:00:00;FEDEX;
OV;12521;2022-4-14;GEL 50057176;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;USD;90 days Invoice Date;;;33;Análisis S. L.;;;MALASIA;FCA;1015047;2022-4-20;Cerrada;2022-04-29 00:00:00;2022-04-30 00:00:00;Aéreo;
OV;12524;2022-6-23;GEL 4525420753;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;BALTIMORE;FOB;1015316;2022-6-30;Cerrada;;;Sea;
OV;12553;2022-5-15;GEL 4600006817;;36001301-4C;VED BANEN 16,DK-4623 LILLE SKENSVED;LILLE SKENSVED;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;DINAMARCA;FOB;1015310;2022-6-30;Cerrada;2022-07-16 00:00:00;2022-08-16 00:00:00;Sea;
OV;12609;2022-7-15;GEL 4502040018;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;CLP;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;1037971;2022-9-30;Cerrada;;;;
OV;12521;2022-4-14;GEL 50057176;;35002406-9C;27TH FLOOR MENARA ZURICH 15, JALAN DATO ABDULLAH TAHIR 80300 JOHOR BAHRU, MALAYSIA;JOHOR BAHRU;USD;90 days Invoice Date;;;33;Análisis S. L.;;;MALASIA;FCA;1015051;2022-4-22;Cerrada;2022-04-29 00:00:00;2022-04-30 00:00:00;Air;
OV;12522;2022-3-24;GEL 200828;;34501606-6C;631 MOOSEHEAD TRAIL;WALDO;USD;30 days Invoice Date;;IVA_EXE;3;Análisis S.;;;USA;FOB;1015338;2022-7-12;Cerrada;2022-07-17 00:00:00;2022-08-14 00:00:00;Sea;
OV;12568;2022-5-13;GEL OC-023667-1;;32000203-6C;BARTOLOME MITRE 2364-66 1039;BUENOS AIRES;USD;150 dias Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015142;2022-5-19;Cerrada;2022-06-07 00:00:00;2022-06-13 00:00:00;Terrestre;
OV;12596;2022-6-19;GEL PFI 546 / 011 22 EGY;;36501203-2C;Megawra 10  Bldg. 301 / 302,10Th of Ramadan City, Arab Republic of Egypt;Ramadan;USD;Contado;;IVA_EXE;26;Análisis S.;;;ALEXANDRIA PORT;CIF;1015285;2022-6-28;Cerrada;2022-07-01 00:00:00;2022-08-05 00:00:00;Sea;6450.000000
OV;12597;2022-6-19;GEL 00001-00002308/2310;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015264;2022-6-22;Cerrada;2022-06-23 00:00:00;2022-06-27 00:00:00;Terrestre;
OV;12597;2022-6-19;GEL 00001-00002308/2310;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015311;2022-6-30;Cerrada;2022-06-23 00:00:00;2022-06-27 00:00:00;Terrestre;
OV;12597;2022-6-19;GEL 00001-00002308/2310;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015388;2022-7-22;Cerrada;2022-06-23 00:00:00;2022-06-27 00:00:00;Terrestre;
OV;12605;2022-4-28;GEL 00001-00002309;;32000207-9C;Lavalle 1125 Piso 11 (1048) Buenos Aires;Buenos Aires;USD;30 dias Fecha CRT;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015033;2022-4-14;Cerrada;2022-04-21 00:00:00;2022-04-25 00:00:00;Terrestre;
OV;12644;2022-5-17;GEL 7700215;;35001802-6C;SHINAGAWA FRONTBLDG., 3 -1 3 KONAN 2-CHOME, MINATO-KU, TOKYO, 108-8216;Tokio;USD;45 days Invoice Date;;IVA_EXE;33;Análisis S.;;;YOKOHAMA;CFR;1015356;2022-7-18;Cerrada;2022-07-21 00:00:00;2022-08-31 00:00:00;Sea;650.000000
OV;12647;2022-7-13;GEL LA-30-21;;32001409-3C;CIRCUNVALACION SUR Y FELIPE II, ALTOS MALL DEL RIO, CUENCA;Cuenca;USD;30 días Fecha Factura;;IVA_EXE;36;Análisis S.;;;ECUADOR;FCA;1015421;2022-7-29;Cerrada;2022-08-12 00:00:00;2022-08-19 00:00:00;Marítimo;
OV;12656;2022-6-17;GEL 2022/2;;35001701-1C;VAT # 511256737 3, ELIAHU EITAN STREET, IND, ZONE;RISHON LEZION 75703;USD;120 days Invoice Date;;IVA_EXE;26;Análisis S.;;;ASHDOD;CIF;1015270;2022-6-24;Cerrada;2022-06-24 00:00:00;2022-08-02 00:00:00;Marítimo;6327.000000
OV;12663;2022-11-15;GEL 4501983874;;34501600-7C;Philadelphia PA 19101, PO Box 42819;Philadelphia;USD;60 days Invoice Date;;IVA_EXE;1;Análisis S.;;;;FOB;1015788;2022-11-17;Cerrada;2022-12-01 00:00:00;2022-12-28 00:00:00;Sea;
OV;12674;2022-6-22;GEL 221167;;34501619-8C;2100 Airport Road Waukesha, WI 53188;Wisconsin;USD;90 days Invoice Date;;IVA_EXE;3;Análisis S.;;;;FOB;1015307;2022-6-30;Cerrada;2022-10-08 00:00:00;2022-11-03 00:00:00;Sea;
OV;12708;2022-5-10;GEL 2223/04/02;;35001305-9C;VILLAGE FATEHPUR, POST OFFICE MAJRA JATTAN, TEHSIL BALACHAUR DISTT.S.B.S.NAGAR (NAWANSHAHR);PUNJAB;USD;30 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIP;1015111;2022-5-10;Cerrada;2022-05-13 00:00:00;2022-05-18 00:00:00;Air;
OV;12747;2022-7-14;GEL DAN 732931;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;;EXW;1015377;2022-7-20;Cerrada;2022-07-28 00:00:00;2022-08-01 00:00:00;Terrestre;
OV;12776;2022-5-12;GEL 4525521699;;34501621-KC;3 Waterway Square place Suite 1000 The Woodlands, TX 77380;The Woodlands, TX 77380;USD;60 days NO USAR;;IVA_EXE;3;Análisis S.;;;;CIP;1015173;2022-5-31;Cerrada;2022-06-14 00:00:00;2022-07-14 00:00:00;Sea;
OV;12610;2022-6-25;GEL 4502040017;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;1037753;2022-7-22;Cerrada;;;;
OV;12617;2022-4-27;GEL 4502035893;;96627500-6C;LONGITUDINAL SUR KM 1078.6;PARGUA;USD;60 días Fecha Factura;;IVA;1;Análisis S.;;;;EXW;1037485;2022-4-29;Cerrada;;;;
OV;12657;2022-6-16;GEL 732515;;32000206-0C;Moreno 877 piso 14;Buenos Aires;USD;90 días Fecha Factura;;IVA_EXE;2;Análisis S.;;;BUENOS AIRES;FCA;1015266;2022-6-22;Cerrada;2022-06-29 00:00:00;2022-07-04 00:00:00;Terrestre;
OV;12707;2022-6-14;GEL 381;;35000804-7C;ROOM909,Bldg 17,Royal Intl.Mansion,No2 Xitieying Middle Road;Fengtai District, BEIJING CP 100069;USD;Letter of Credit at Sight;;IVA_EXE;33;Análisis S.;;;;CIF;1015346;2022-7-13;Cerrada;2022-07-13 00:00:00;2022-08-13 00:00:00;Sea;
OV;12711;2022-5-10;GEL 50111652;;35001208-7C;8TH FLOOR THE W FIFTH AVENUE BUILDING  .5TH AVENUE, BONIFACIO GLOBAL  1630 TAGUIG CITY, METRO MANILA;Manila;USD;90 days Invoice Date;;IVA_EXE;33;Análisis S.;;;;CIF;1015127;2022-5-13;Cerrada;2022-05-27 00:00:00;2022-07-03 00:00:00;Sea;650.000000
OV;12748;2022-7-6;GEL 1721;;32001006-3C;Autopista Medellin Km 5,7 costado sur Bg 1, Tenjo,  NIT(Tax ID) 830.027.231.-3;Tenjo;USD;90 days Invoice Date;;IVA_EXE;37;Análisis S.;;;;FCA;1015415;2022-7-29;Cerrada;;;Marítimo;
